filename,confluency,evenness,spread,giant-cells,num_nuclei,com_offset,eval_ratio,total_area,max_distance,num_clusters,num_unclustered
../data/FOVs/random/DAPI/p14D3_9_PTK2_PyProcessed_IJClean_DAPI_PROJ.tif,True,True,True,True,43,0.0221441981257886,0.22429641031187705,0.29909706115722656,277.7228834647948,7,18
../data/FOVs/random/DAPI/p02E2_3_RAD51C_PyProcessed_IJClean_DAPI_PROJ.tif,True,False,False,False,50,0.0732382524984609,0.16701815006720386,0.3246803283691406,432.3944958021552,4,13
../data/FOVs/random/DAPI/p14C12_6_PRKD3_PyProcessed_IJClean_DAPI_PROJ.tif,True,True,True,False,38,0.06055560069150737,0.3817596434856021,0.2641563415527344,250.50548896181897,3,31
../data/FOVs/random/DAPI/p18D3_1_DLGAP5_PyProcessed_IJClean_DAPI_PROJ.tif,False,True,False,False,65,0.0689604429177368,0.4986993066246882,0.4230003356933594,292.3183196448693,7,23
../data/FOVs/random/DAPI/p18F6_12_CLCN7_PyProcessed_IJClean_DAPI_PROJ.tif,False,False,False,False,82,0.0707746791483365,0.34157294861037185,0.4716081619262695,317.9716968536665,4,2
../data/FOVs/random/DAPI/p4G2_2_CDS1_PyProcessed_IJClean_DAPI_PROJ.tif,False,False,False,False,40,0.12620207245087786,0.6582440097946477,0.26070690155029297,378.88916585196785,6,16
../data/FOVs/random/DAPI/p19D9_4_TERF2_PyProcessed_IJClean_DAPI_PROJ.tif,False,True,False,False,93,0.024122244746315247,0.3904753624411997,0.5995864868164062,179.49373248110925,9,10
../data/FOVs/random/DAPI/F5_1_MTMR2_PyProcessed_IJClean_DAPI_PROJ.tif,False,True,False,True,54,0.09779173778383858,0.9810699557601859,0.3479814529418945,298.9046670763105,7,18
../data/FOVs/random/DAPI/p15E4_11_SLC39A8_PyProcessed_IJClean_DAPI_PROJ.tif,True,True,True,True,74,0.04426931592993173,0.74690365655326,0.43512439727783203,223.13448859376263,8,27
../data/FOVs/random/DAPI/p18G8_2_SMARCA1_PyProcessed_IJClean_DAPI_PROJ.tif,True,True,True,False,49,0.08752547339470378,0.1897406023030989,0.3297929763793945,278.77230852435827,5,26
../data/FOVs/random/DAPI/p02B2_7_VTI1B_PyProcessed_IJClean_DAPI_PROJ.tif,True,False,False,False,63,0.06698608761168379,0.15694095295014196,0.35521411895751953,278.25887227544064,6,7
../data/FOVs/random/DAPI/p18G6_7_ARID1A_PyProcessed_IJClean_DAPI_PROJ.tif,False,False,False,False,40,0.1068590240361195,0.8421798185451247,0.2402639389038086,394.97468273295686,6,5
../data/FOVs/random/DAPI/p03B3_6_CSNK2A1_PyProcessed_IJClean_DAPI_PROJ.tif,False,True,False,False,75,0.0367828124852503,0.32218686902365995,0.4747886657714844,224.51057881534226,4,19
../data/FOVs/random/DAPI/p03C8_9_RNF26_PyProcessed_IJClean_DAPI_PROJ.tif,True,True,True,False,53,0.04257726526317926,0.08127622878466663,0.3427753448486328,231.67218218853984,9,23
../data/FOVs/random/DAPI/p4G3_5_CDS2_PyProcessed_IJClean_DAPI_PROJ.tif,True,True,True,False,57,0.06344174425589133,0.7955493238988847,0.3736057281494141,324.2344830520036,7,19
../data/FOVs/random/DAPI/p15A12_6_SLC20A2_PyProcessed_IJClean_DAPI_PROJ.tif,False,False,False,False,57,0.018749136145094027,0.16081593098291969,0.3582773208618164,216.6148656025251,8,13
../data/FOVs/random/DAPI/p15H4_12_ANKRD13A_PyProcessed_IJClean_DAPI_PROJ.tif,True,True,True,False,65,0.04860027738182639,0.4264361968298287,0.4277849197387695,217.34994824015945,6,28
../data/FOVs/random/DAPI/p12A9_4_NHP2_PyProcessed_IJClean_DAPI_PROJ.tif,True,True,True,False,55,0.042974725618720254,0.8882136118325293,0.36631298065185547,385.20643816011176,8,17
../data/FOVs/random/DAPI/p4F4_3_LPCAT2_PyProcessed_IJClean_DAPI_PROJ.tif,False,True,True,False,61,0.07241466314169953,0.1587062917082099,0.391347885131836,216.8985938174796,7,23
