com_offset,error,eval_ratio,filename,filepath,max_distance,num_clusters,num_nuclei,num_unclustered,score,total_area
0.08368675388512258,,9.676396151785248,confluency_snap_pos00040_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos00040_UINT8.tif,696.3310994060225,2.0,7.0,1.0,-1,0.04258537292480469
0.18421608509398715,,0.7081383593412081,confluency_snap_pos00276_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos00276_UINT8.tif,455.56338746655223,4.0,36.0,7.0,-1,0.2065362930297852
0.06067275221487916,,4.518032109664737,confluency_snap_pos00795_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos00795_UINT8.tif,657.1651238463587,1.0,5.0,5.0,-1,0.029008865356445312
0.1470905111648892,,0.4772702129569832,confluency_snap_pos00937_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos00937_UINT8.tif,544.7797720180147,4.0,12.0,2.0,-1,0.07784366607666016
0.11503182670597965,,4.482981855799467,confluency_snap_pos00106_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos00106_UINT8.tif,665.7446958106389,5.0,28.0,3.0,-1,0.16927433013916016
0.016212937605142703,,0.14502657795297114,confluency_snap_pos00330_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos00330_UINT8.tif,138.77319625922004,1.0,143.0,0.0,-1,0.7937107086181641
0.01011462615128546,,0.09325238789289056,confluency_snap_pos01100_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos01100_UINT8.tif,121.59358535712316,8.0,122.0,5.0,-1,0.7298345565795898
0.0330506343616171,,0.049529752050924636,confluency_snap_pos01046_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos01046_UINT8.tif,123.04470732217621,1.0,159.0,0.0,-1,0.8365907669067383
0.11837993204613152,,0.8305338838586134,confluency_snap_pos00984_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos00984_UINT8.tif,474.29210408776567,6.0,39.0,5.0,-1,0.2380208969116211
0.10083929438084263,,1.08595556544179,confluency_snap_pos00456_UINT8.tif,/Users/keith.cheveralls/image-data/dragonfly-automation-tests/20190910-snaps-sorted//bad/confluency_snap_pos00456_UINT8.tif,298.5297305127246,5.0,61.0,6.0,-1,0.35857295989990234
